"ID","Tipo","Epica","Nombre de la epica","Modulo","Titulo","Rol","Historia","Criterios de aceptacion","Reglas de negocio","Puntos","Release","Sprint","Depende de (HU)","Modulos requeridos","Habilitadora","Fundamento (OBL-ID)","Requiere contenido","Requiere validacion legal","Preguntas pendientes","Referencia ficha"
"HU-009-11","Historia","EP-009","Proveedores y Encargados","MOD-009","Suspender manualmente a un proveedor por un incidente de seguridad y reactivarlo o finalizar la relacion","Responsable de Seguridad / IT","Como Responsable de Seguridad / IT, quiero vincular un incidente de seguridad grave a un proveedor activo y suspenderlo, y despues reactivarlo si las medidas correctivas se verifican o finalizar la relacion si la empresa decide terminarla, para dejar de exponer datos a un proveedor mientras no se confirme que el riesgo esta controlado.","1. Dado un proveedor ACTIVO al que se vincula un incidente de seguridad grave registrado en MOD-013, cuando el Responsable de Seguridad/IT o el Delegado ejecutan la suspension, entonces el sistema cambia el estado a SUSPENDIDO y notifica al Responsable de area
2. Dado un proveedor recien SUSPENDIDO, cuando se consulta su ficha, entonces el sistema muestra la advertencia operativa de no enviar nuevos datos a ese proveedor hasta resolver el incidente, dejando claro que el sistema no ejecuta ningun bloqueo tecnico
3. Dado un proveedor SUSPENDIDO con evidencia de cierre del incidente vinculado, cuando el Delegado o el Aprobador verifican que las medidas correctivas fueron confirmadas, entonces el sistema permite reactivarlo a ACTIVO y registra el evento de auditoria reactivado tras suspension
4. Dado un proveedor SUSPENDIDO, cuando la empresa decide terminar la relacion tras el incidente y se registra el motivo de cierre, entonces el sistema lo mueve a RELACION_FINALIZADA
5. Dado que el sistema sugiere un cambio de estado a partir de la severidad reportada por MOD-013, cuando se evalua reactivar, terminar o mantener suspendido a un proveedor, entonces exige que una persona con el rol Delegado o Aprobador confirme la decision final, sin aplicarla de forma automatica
6. Dado un usuario con el rol Responsable de area, cuando intenta reactivar un proveedor suspendido, entonces el sistema deniega la accion porque ese rol no esta habilitado para esta transicion
7. Dado un proveedor SUSPENDIDO, cuando se consulta su historial, entonces el sistema muestra quien vinculo el incidente, quien decidio la reactivacion o el cierre, y en que fecha","- La suspension y la reactivacion siempre requieren una decision humana
- El sistema no bloquea tecnicamente el envio de datos, solo advierte
- La reactivacion exige evidencia de cierre del incidente vinculado","5","R2","24","HU-009-05","MOD-013, MOD-022","No","OBL-PRIN-03","","No","","MOD-009 seccion F (transiciones ACTIVO-SUSPENDIDO), G (automatizacion 11, parcial), H, I"
"HU-009-12","Historia","EP-009","Proveedores y Encargados","MOD-009","Finalizar y cerrar la relacion con un proveedor","Delegado de Proteccion de Datos (o Responsable interno, si aplica el estado FUTURO)","Como Delegado de Proteccion de Datos (o Responsable interno, si aplica el estado FUTURO), quiero registrar el fin natural del contrato o la decision de no renovar con un proveedor, y despues cerrar el expediente dejandolo como evidencia, para dejar constancia clara de cuando y por que termino cada relacion con un proveedor.","1. Dado un proveedor ACTIVO cuyo contrato termina o cuya empresa decide no renovarlo, cuando se registra el Motivo de cierre entre Contrato vencido, Terminacion anticipada, Cambio de proveedor u Otro, entonces el sistema cambia el estado a RELACION_FINALIZADA
2. Dado un intento de pasar a RELACION_FINALIZADA sin capturar el Motivo de cierre, cuando se confirma la accion, entonces el sistema rechaza la transicion por falta de ese dato obligatorio
3. Dado un proveedor en RELACION_FINALIZADA cuya clausula de devolucion/eliminacion pactada es Si, cuando el Delegado o el Administrador intentan cerrarlo, entonces el sistema exige adjuntar la constancia de devolucion o eliminacion de datos antes de permitir el paso a CERRADO
4. Dado un proveedor en RELACION_FINALIZADA cuya clausula de devolucion/eliminacion pactada es No o No aplica, cuando se cierra, entonces el sistema permite el paso a CERRADO dejando registrada esa condicion, sin exigir el archivo adjunto
5. Dado un proveedor que pasa a CERRADO, cuando la transicion se completa, entonces el sistema registra el evento de auditoria final y deja el registro en solo lectura, aunque sigue siendo consultable como evidencia
6. Dado que existian tareas abiertas en el Centro de Tareas que dependian de este proveedor, cuando el proveedor se cierra, entonces esas tareas se marcan proveedor cerrado, verificar si la tarea sigue aplicando en vez de cerrarse de forma automatica
7. Dado un proveedor ya CERRADO, cuando la empresa vuelve a contratarlo, entonces el sistema no reactiva ese registro, sino que se crea un nuevo registro de proveedor que lo referencia como historico","- El motivo de cierre siempre es obligatorio
- La constancia de devolucion/eliminacion es obligatoria solo si la clausula pactada lo exige
- CERRADO es un estado terminal de solo lectura
- Un proveedor CERRADO nunca se reactiva","5","R2","24","HU-009-05, HU-009-08","MOD-021","No","OBL-PROV-07","","No","","MOD-009 seccion F (transiciones RELACION_FINALIZADA y CERRADO, estados terminales, reapertura), D.4"
"HU-009-13","Historia","EP-009","Proveedores y Encargados","MOD-009","Archivar un registro de proveedor duplicado, cancelado o creado por error","Administrador de la organizacion","Como Administrador de la organizacion, quiero archivar un proveedor en Borrador o En_evaluacion que se creo por error o esta duplicado, dejando la justificacion en el historial, para mantener limpio el catalogo de proveedores sin borrar informacion que pueda servir de evidencia.","1. Dado un proveedor en BORRADOR o EN_EVALUACION, cuando se intenta archivar sin escribir una justificacion, entonces el sistema rechaza la accion porque la justificacion es obligatoria
2. Dado un proveedor en BORRADOR o EN_EVALUACION con justificacion capturada, cuando el Administrador confirma el archivado, entonces el sistema cambia el estado a ARCHIVADO y registra el evento con usuario, fecha y motivo
3. Dado un proveedor ARCHIVADO, cuando se calculan los indicadores de proveedores activos del dashboard, entonces el sistema lo excluye de esos indicadores
4. Dado un proveedor ARCHIVADO, cuando el Auditor (interno) consulta el modulo, entonces el registro permanece visible para el
5. Dado un proveedor en ACTIVO, PENDIENTE_DE_CONTRATO, SUSPENDIDO, RELACION_FINALIZADA o CERRADO, cuando cualquier usuario intenta archivarlo, entonces el sistema deniega la accion porque archivar solo esta permitido desde BORRADOR o EN_EVALUACION
6. Dado un usuario con un rol distinto de Administrador, cuando intenta archivar un proveedor, entonces el sistema deniega la accion
7. Dado un proveedor ARCHIVADO, cuando cualquier usuario intenta eliminarlo por completo del sistema, entonces el sistema no ofrece esa opcion porque nunca existe un borrado real de un registro con contenido","- Archivar exige justificacion obligatoria
- Solo el Administrador puede archivar
- Archivar solo aplica desde BORRADOR o EN_EVALUACION
- Nunca hay eliminacion real de un registro con contenido","2","R2","24","HU-009-01","","No","","","No","","MOD-009 seccion F (transicion Archivar), C (separacion de funciones)"
"HU-009-14","Historia","EP-009","Proveedores y Encargados","MOD-009","Exportar el paquete de evidencia de un proveedor con verificacion de integridad","Auditor (interno)","Como Auditor (interno), quiero generar y descargar el paquete de evidencia de un proveedor especifico, con su ficha completa, el contrato vinculado, las evaluaciones de riesgo, las revisiones y las notificaciones enviadas, verificable con una huella de integridad, para presentar esa evidencia en la auditoria anual de cumplimiento o ante la ACE si la empresa lo requiere.","1. Dado un proveedor con ficha completa, contrato vinculado, evaluaciones de riesgo y revisiones registradas, cuando el Auditor (interno) solicita el paquete de evidencia de ese proveedor, entonces el sistema genera un archivo en PDF y ZIP firmado que incluye esos elementos usando el servicio comun de generacion de huella o firma de integridad de la plataforma
2. Dado un paquete de evidencia generado, cuando se descarga, entonces el sistema registra el evento de exportacion con quien lo exporto, cuando y que version del registro del proveedor se exporto
3. Dado un proveedor con notificaciones enviadas a un Encargado o a un Receptor, cuando se genera su paquete de evidencia, entonces el sistema incluye esas notificaciones con su constancia adjunta
4. Dado un proveedor sin ningun Contrato/DPA vinculado todavia, cuando se solicita su paquete de evidencia, entonces el sistema lo genera igual mostrando de forma explicita que ese elemento esta pendiente, sin fallar la exportacion
5. Dado un usuario con el rol Auditor externo (invitado), cuando solicita el paquete de evidencia, entonces el sistema lo limita a los proveedores que la organizacion incluyo en su invitacion de auditoria puntual
6. Dado un paquete de evidencia ya exportado, cuando alguien intenta modificar su contenido, entonces el sistema no lo permite porque el paquete exportado queda fijo
7. Dado un usuario con el rol Usuario de consulta / Colaborador, cuando intenta exportar el paquete de evidencia de un proveedor, entonces el sistema deniega la accion porque ese rol no tiene permiso de exportar","- La huella o firma de integridad se genera con el servicio comun de la plataforma, no con un mecanismo propio de MOD-009
- El evento de exportacion se registra de forma permanente aunque el archivo exportado salga del sistema
- El Auditor externo queda acotado a los proveedores incluidos en su invitacion","5","R2","24","HU-009-01, HU-009-05","MOD-008","No","OBL-PRIN-03, OBL-PROV-01, OBL-PROV-02, OBL-PROV-03","","No","","MOD-009 secciones E, J, N"
"HU-011-01","Historia","EP-011","ARCO-POL","MOD-011","Registrar una solicitud ARCO-POL con los datos comunes y los campos especificos del derecho ejercido","Responsable ARCO-POL / Responsable del tramite","Como Responsable ARCO-POL / Responsable del tramite, quiero registrar en el formulario interno seguro los datos de la entidad, del solicitante, del derecho ejercido y de la forma de entrega de la respuesta, incluidos los campos propios del derecho seleccionado, sin importar por que canal llego la solicitud, para abrir un expediente unico y completo desde el primer contacto, tal como exige el Art. 18 de la LPDP.","1. Dado que el Responsable ARCO-POL abre una nueva solicitud, cuando el sistema la crea, entonces precarga sin poder editarse el nombre o razon social, el domicilio y el correo de contacto de la entidad responsable desde el modulo Organizacion (MOD-001) y genera un numero de expediente unico con el formato ARCO-[ANIO]-[correlativo].
2. Dado que se completan el nombre del solicitante, su domicilio, el derecho que ejerce y la descripcion de los datos y elementos para localizarlos, cuando el Responsable ARCO-POL guarda el formulario, entonces el expediente pasa al estado Nueva o Recibida con fecha y hora de recepcion y queda un evento en el historial con usuario y fecha.
3. Dado que se selecciona el derecho Rectificacion, cuando se completa la seccion de campos especificos, entonces el sistema exige el campo dato a corregir y valor propuesto antes de permitir avanzar; si se selecciona Cancelacion, exige elegir una causal de la lista tasada de siete opciones y, si elige Otro, exige ademas un texto libre.
4. Dado que se selecciona el derecho Oposicion, cuando se completa el formulario, entonces el sistema exige el motivo de la oposicion y pregunta si se trata de oposicion a mercadotecnia directa o perfilado; si la respuesta es si, el sistema deja registrada esa marca para conectarla despues con la lista de supresion de MOD-007.
5. Dado que la solicitud llego por correo electronico, WhatsApp o de forma presencial, cuando el Responsable ARCO-POL la traslada al formulario interno, entonces el sistema exige adjuntar la captura o transcripcion del mensaje original como evidencia y registra que el plazo corre desde la fecha de recepcion efectiva, no desde la fecha de captura en el sistema.
6. Dado que la empresa habilito el enlace publico del formulario interno seguro, cuando el Titular lo completa y lo envia el mismo sin crear una cuenta, entonces el sistema crea el expediente de la misma forma que si lo hubiera registrado el Responsable ARCO-POL, marcando el canal de recepcion como Formulario interno.
7. Dado que falta el nombre completo del solicitante, la descripcion de los datos o el derecho ejercido, cuando el Responsable ARCO-POL intenta guardar el formulario, entonces el sistema bloquea el guardado y senala los campos obligatorios pendientes sin crear el expediente.","- Los cuatro campos de la entidad responsable (D.1) se precargan siempre desde MOD-001 y no se capturan de nuevo por cada solicitud.
- El area que trata los datos y la referencia al Tratamiento del RAT son opcionales y solo ayudan a localizar el dato, nunca sustituyen ni duplican el RAT de MOD-006.
- El formulario interno seguro es, junto con la carga de los formularios oficiales de la ACE (ver HU-011-02), el unico canal del MVP: no existe autoregistro del titular con cuenta persistente, eso pertenece a MOD-012 (SHOULD HAVE).
- El sistema no copia la base de datos completa del cliente para tramitar la solicitud: solo guarda los datos que el propio titular aporta y la referencia al Tratamiento del RAT, nunca una copia del sistema de origen.","5","R2","23","","MOD-001","Si","OBL-ARCO-08, OBL-ARCO-01, OBL-DOC-04, OBL-PLAZO-04","Textos de ayuda de cada campo del formulario interno (D.1 a D.10), en lenguaje simple, validados por la organizacion antes de publicarse.","No","PP-PROD-06","MOD-011 secciones D.1, D.2, D.6, D.7, D.8, D.9, D.10, F.2 fila ninguno a Nueva/Recibida, F.3 fila Solicitud por WhatsApp/correo/presencial"
"HU-011-02","Historia","EP-011","ARCO-POL","MOD-011","Cargar un formulario oficial ARCO-POL de la ACE ya diligenciado","Responsable ARCO-POL / Responsable del tramite","Como Responsable ARCO-POL / Responsable del tramite, quiero adjuntar directamente uno de los 7 formularios oficiales ARCO-POL de la ACE que el titular ya lleno, y que el sistema mapee sus campos a la misma estructura del expediente, para aceptar sin poder rechazarlo el formulario oficial que el titular elija usar, tal como exige el Art. 32 de los Lineamientos DPO.","1. Dado que el titular presento uno de los 7 formularios oficiales ARCO-POL de la ACE version 07-07-2025 ya diligenciado, cuando el Responsable ARCO-POL lo adjunta en el campo Formulario oficial de la ACE adjunto, entonces el sistema acepta el archivo en formato PDF o imagen y no exige llenar de nuevo los mismos campos ya cubiertos por ese formulario.
2. Dado que se adjunta un formulario oficial de la ACE, cuando el sistema lo procesa, entonces mapea sus campos equivalentes de identificacion del solicitante, tipo de legitimacion, derecho ejercido y descripcion de los datos a los campos de D.2, D.6 y D.7 del expediente, dejando visible en el expediente cual de los 7 formularios oficiales se uso.
3. Dado que el formulario oficial adjunto no trae algun campo obligatorio del Art. 18, cuando el Responsable ARCO-POL revisa el expediente, entonces el sistema marca ese elemento como pendiente en el checklist de la seccion Evaluando requisitos del Art. 18, igual que si faltara en el formulario interno.
4. Dado un archivo que no tiene formato PDF o imagen, cuando el Responsable ARCO-POL intenta cargarlo como formulario oficial de la ACE, entonces el sistema rechaza el archivo y muestra el motivo del rechazo sin crear el expediente.
5. Dado un formulario oficial de la ACE cargado, cuando el sistema lo guarda, entonces conserva el archivo original sin modificarlo, con hash de integridad, disponible para el paquete de evidencia exportable.","- Los 7 formularios oficiales de la ACE no son modificables por la empresa: deben aceptarse tal cual, aunque la empresa tenga su propio formulario interno (OBL-ARCO-15).
- El expediente creado a partir de un formulario oficial sigue exactamente el mismo workflow de la seccion F que uno creado desde el formulario interno: esta HU solo cubre la carga y el mapeo de campos, no un flujo distinto.","3","R2","27","HU-011-01","","No","OBL-ARCO-15","Los 7 formularios oficiales ARCO-POL de la ACE version 07-07-2025, con el mapeo de cada campo oficial al campo interno equivalente, validado por Legal.","No","","MOD-011 secciones D introduccion, D.6 fila Formulario oficial de la ACE adjunto, K"
"HU-011-03","Historia","EP-011","ARCO-POL","MOD-011","Verificar la identidad y la legitimacion del solicitante segun su tipo","Responsable ARCO-POL / Responsable del tramite","Como Responsable ARCO-POL / Responsable del tramite, quiero verificar si quien presenta la solicitud es el propio titular, un representante o apoderado, o un heredero o sucesor, exigiendo en cada caso los documentos que acreditan esa calidad, para confirmar la legitimacion antes de tramitar cualquier derecho, tal como exige el Art. 6 de la LPDP.","1. Dado un expediente en estado Nueva o Recibida con el tipo de solicitante marcado como Titular, cuando el Responsable ARCO-POL adjunta el documento de identidad del solicitante en formato imagen o PDF y confirma la verificacion, entonces el expediente pasa a Verificando identidad y luego a Evaluando requisitos Art. 18, con un evento de auditoria que registra usuario y fecha.
2. Dado que el tipo de solicitante es Representante legal o apoderado, cuando el Responsable ARCO-POL intenta avanzar sin el documento de poder de representacion con facultades especiales, entonces el sistema bloquea el avance y exige ese documento antes de continuar.
3. Dado que el tipo de solicitante es Heredero o sucesor de un titular fallecido, cuando el Responsable ARCO-POL intenta avanzar sin la certificacion de partida de defuncion o sin el documento que acredite el vinculo familiar o la calidad de heredero, entonces el sistema bloquea el avance hasta que ambos documentos esten adjuntos.
4. Dado que el canal usado no permite ningun medio de verificacion de identidad reconocido y no existe firma ni medio equivalente, cuando el Responsable ARCO-POL lo confirma, entonces el expediente pasa al estado Verificacion fallida o Anonima con una advertencia visible, sin archivarse automaticamente, quedando la decision de como proceder a criterio del Responsable ARCO-POL.
5. Dado que la solicitud se presento desde un canal digital verificado por la empresa, por ejemplo el correo previamente registrado del titular en un sistema propio, cuando no hay firma fisica, entonces el sistema acepta la marca de aceptacion electronica como medio equivalente reconocido, sin exigir firma escaneada.
6. Dado un documento de identidad, poder o partida adjunto a la verificacion, cuando cualquier usuario con permiso lo consulta, entonces el sistema registra en el historial quien lo vio y cuando, y ese acceso queda restringido a los roles Responsable ARCO-POL y Delegado o Responsable interno.
7. Dado un rol distinto de Responsable ARCO-POL, por ejemplo Responsable de area o Colaborador, cuando intenta verificar identidad o adjuntar un documento de legitimacion, entonces el sistema deniega la accion.","- Ninguna solicitud se admite sin al menos un mecanismo de verificacion aplicado segun el canal usado, con advertencia visible cuando la verificacion no fue completa (anti-feature 20).
- El acceso a los adjuntos de identidad esta restringido a Responsable ARCO-POL y Delegado o Responsable interno, nunca visible para Colaboradores o Responsables de area.
- El derecho se ejerce en nombre del titular fallecido segun el Art. 6: no crea un derecho propio del heredero sobre datos ajenos.","5","R2","23","HU-011-01","","Si","OBL-ARCO-01","","No","","MOD-011 secciones D.2, D.3, D.4, F.1, F.2 filas Nueva/Recibida a Verificando identidad y Verificando identidad a Verificacion fallida/Evaluando requisitos, F.3 filas Solicitud anonima y Solicitud sin firma, J"
"HU-011-04","Historia","EP-011","ARCO-POL","MOD-011","Activar el sub-flujo de titular nina, nino o adolescente","Responsable ARCO-POL / Responsable del tramite","Como Responsable ARCO-POL / Responsable del tramite, quiero marcar que la solicitud es sobre los datos de una nina, nino o adolescente y que el sistema exija los documentos y muestre el aviso de tension normativa correspondientes, para atender la solicitud sin omitir el consentimiento parental que exige la ley y sin ocultar la incertidumbre juridica sobre la edad.","1. Dado que se marca Si en Los datos corresponden a un titular de ninez o adolescencia, cuando el Responsable ARCO-POL guarda el formulario, entonces el sistema exige la certificacion de partida de nacimiento del titular y el nombre del progenitor, representante o tutor que consiente o solicita, antes de permitir avanzar a Verificando identidad.
2. Dado que la marca de NNA esta activa, cuando se muestra el expediente, entonces el sistema despliega siempre el banner de solo lectura sobre la tension entre la LPDP (consentimiento parental) y la Ley Crecer Juntos (adolescentes de 12 a 18 anos pueden autorizar ciertas publicaciones de su imagen), con el texto Requiere validacion de la organizacion o asesoria especializada, sin permitir editarlo ni ocultarlo.
3. Dado que la marca de NNA esta activa, cuando el sistema evalua el expediente, entonces lo vincula al sub-flujo de consentimiento parental de MOD-007 sin fijar automaticamente ninguna regla de edad para decidir si el adolescente puede actuar por si mismo.
4. Dado que se adjunta el carne de minoridad, cuando el Responsable ARCO-POL lo carga, entonces el sistema lo guarda como documento opcional adicional sin exigirlo para avanzar.
5. Dado que la marca de NNA esta activa y falta la partida de nacimiento o el nombre del progenitor, representante o tutor, cuando el Responsable ARCO-POL intenta pasar a Verificando identidad, entonces el sistema bloquea el avance y senala los dos campos pendientes.","- El sistema nunca decide por si mismo si un titular adolescente de 12 a 18 anos puede ejercer un derecho ARCO-POL sin consentimiento parental: muestra ambas normas y deja la decision marcada como pendiente de criterio juridico.
- La activacion del sub-flujo NNA no cambia el workflow general de la seccion F: solo agrega los campos y el aviso de esta HU antes de continuar con la verificacion de identidad.","3","R2","27","HU-011-01","MOD-007","No","OBL-CONS-06, OBL-PRIN-04","Texto legal exacto del banner de tension normativa NNA, validado por Legal.","Si","PP-JUR-05","MOD-011 secciones D.2, D.5, G regla 9"
"HU-011-05","Historia","EP-011","ARCO-POL","MOD-011","Determinar el aprobador por defecto de los actos atribuidos al Delegado","Administrador de la organizacion","Como Administrador de la organizacion, quiero que el sistema determine, para cada acto que la ley atribuye hoy a la figura del Delegado, quien debe aprobarlo segun el estado ACTUAL o FUTURO vigente en MOD-024 y el tipo de rol configurado en MOD-002, para que la prevencion, la incompetencia, la resolucion final y la notificacion a receptores siempre tengan un aprobador valido, incluso el dia que cambie el regimen de la reforma 659.","1. Dado que la bandera regimen_reforma_659 de MOD-024 esta en ACTUAL, cuando el sistema necesita resolver quien aprueba una prevencion, una incompetencia, una resolucion final o una notificacion a receptores, entonces asigna como aprobador por defecto a la persona con el rol Delegado de Proteccion de Datos registrada en MOD-002.
2. Dado que la bandera regimen_reforma_659 cambia de ACTUAL a FUTURO, cuando se crea un expediente nuevo despues del cambio, entonces el sistema asigna como aprobador por defecto a la persona con el rol Responsable interno vigente en MOD-002, sin exigir que esa persona tenga certificacion ante la ACE.
3. Dado un expediente que ya estaba en curso o ya cerrado cuando la bandera cambio de ACTUAL a FUTURO, cuando el sistema evalua quien debe aprobar sus actos pendientes, entonces conserva la regla que estaba vigente al momento de tramitarse, sin recalcularla de forma retroactiva.
4. Dado que Responsable ARCO-POL y Delegado o Responsable interno recaen en la misma persona ocupando dos roles del sistema, cuando esa persona redacta y luego intenta aprobar el mismo borrador, entonces el sistema exige una segunda confirmacion explicita, separada del guardado del borrador, con advertencia visible de autorrevision.
5. Dado que una solicitud involucra datos sensibles o existe riesgo de reclamo ante la Direccion de Proteccion de Datos de la ACE, cuando el Delegado o Responsable interno revisa una denegatoria, entonces el sistema permite escalar la decision a un segundo revisor con el rol Aprobador antes de notificar al titular.
6. Dado un usuario sin el rol Delegado, Responsable interno ni Aprobador, cuando intenta aprobar y emitir una prevencion, una incompetencia, una resolucion final o una notificacion a receptores, entonces el sistema deniega la accion.","- Quien redacta un borrador de prevencion, incompetencia, denegatoria o notificacion nunca es quien lo aprueba y emite, sin excepcion, incluso en pyme donde ambos roles recaigan en la misma persona fisica.
- El Auditor, interno o externo, es siempre de solo lectura y nunca puede coincidir con quien carga evidencia o aprueba una accion en el mismo expediente que audita.
- El cambio de bandera de MOD-024 nunca ocurre por la sola aprobacion legislativa: solo se activa tras confirmacion manual del equipo del producto (anti-feature 14).","5","R2","23","","MOD-002, MOD-024","Si","OBL-ARCO-01, OBL-ARCO-08, OBL-ARCO-10, OBL-ARCO-11, OBL-ARCO-14","","No","","MOD-011 secciones C separacion de funciones, G regla 14, Doble estado de la reforma 659: efecto especifico sobre este modulo"
"HU-011-06","Historia","EP-011","ARCO-POL","MOD-011","Admitir automaticamente la solicitud cuando el checklist del Art. 18 esta completo","Responsable ARCO-POL / Responsable del tramite","Como Responsable ARCO-POL / Responsable del tramite, quiero que el sistema evalue automaticamente el checklist de los 7 elementos del Art. 18 apenas la identidad esta verificada, y que arranque el plazo general apenas la solicitud queda completa, para empezar a contar el plazo legal desde el momento correcto y no depender de un calculo manual.","1. Dado un expediente en Evaluando requisitos Art. 18, cuando todos los campos obligatorios de D.6 y D.7 estan presentes, entonces el sistema lo marca como checklist completo, lo pasa automaticamente a Admitida y pide a MOD-023 el calculo del plazo de 20 dias habiles desde esa fecha.
2. Dado que un expediente pasa a Admitida, cuando el sistema completa la transicion, entonces crea en MOD-021 la tarea Resolver solicitud con fecha limite igual al plazo calculado por MOD-023, asignada por defecto al Responsable ARCO-POL del expediente.
3. Dado el checklist de los 7 elementos del Art. 18, cuando el Responsable ARCO-POL abre el expediente en cualquier momento antes de Admitida, entonces el sistema muestra la marca de cumplido o pendiente de cada uno de los 7 elementos, recalculada con cada edicion.
4. Dado que faltan 5 dias habiles del plazo de 20, o de la prorroga vigente, cuando el sistema evalua las alertas, entonces genera la alerta HIGH Plazo general proximo a vencer al Responsable ARCO-POL y al Delegado o Responsable interno, y la escala a Administrador si faltan 2 dias habiles.
5. Dado que se cumplen los 20 dias habiles, o los 40 con prorroga, sin resolucion, cuando el sistema lo detecta, entonces genera la alerta CRITICAL Plazo general vencido a Delegado o Responsable interno y a Administrador, y ese vencimiento queda registrado de forma permanente en el historial aunque el expediente se cierre despues.
6. Dado que el calendario de dias habiles del ano en curso no esta configurado en MOD-023, cuando el Responsable ARCO-POL intenta admitir una solicitud, entonces el sistema bloquea la admision y muestra la alerta correspondiente.","- El plazo legal de 20 dias habiles nunca se calcula dentro de este modulo: siempre se solicita a MOD-023.
- El plazo de admision no es configurable por la empresa; si lo es a quien se asigna por defecto la tarea generada.","5","R2","23","HU-011-01, HU-011-03","MOD-023, MOD-021","Si","OBL-ARCO-08, OBL-ARCO-10","","No","PP-JUR-02","MOD-011 secciones E, F.2 filas Evaluando requisitos Art. 18 a Admitida, G reglas 1, 4 y 8, I filas Plazo general proximo a vencer y Plazo general vencido"
"HU-011-07","Historia","EP-011","ARCO-POL","MOD-011","Prevenir la solicitud incompleta y archivarla automaticamente si no se subsana","Responsable ARCO-POL / Responsable del tramite","Como Responsable ARCO-POL / Responsable del tramite, quiero generar el borrador de prevencion cuando falte alguno de los 7 elementos del Art. 18, que el Delegado o Responsable interno lo apruebe y emita, dar 10 dias habiles para subsanar, y que el expediente se archive solo si vence sin subsanacion, para cumplir la unica oportunidad de subsanacion que exige la ley antes de poder archivar una solicitud incompleta.","1. Dado un expediente en Evaluando requisitos Art. 18 al que le falta uno o mas de los 7 elementos, cuando el sistema evalua el checklist, entonces genera el borrador de prevencion con la lista de elementos faltantes y pasa el expediente a Prevenida.
2. Dado un borrador de prevencion listo, cuando el Delegado o Responsable interno lo aprueba y lo emite, entonces el sistema notifica al titular, arranca el contador de 10 dias habiles calculado por MOD-023 y registra el evento de aprobacion por separado de quien redacto el borrador.
3. Dado un expediente en Prevenida, cuando el titular aporta la documentacion o el dato faltante antes de vencer los 10 dias habiles, entonces el contador de 10 dias se detiene, el expediente vuelve a Evaluando requisitos Art. 18, y el computo del plazo general de 20 dias habiles sigue corriendo sin suspenderse, mostrando siempre el texto de advertencia de que la ley no precisa si la prevencion suspende ese plazo y de que el sistema aplica por defecto el criterio mas conservador, remitiendo a asesoria legal si el caso es critico.
4. Dado un expediente en Prevenida, cuando se cumplen los 10 dias habiles sin ninguna subsanacion registrada, entonces el sistema archiva automaticamente el expediente en el estado terminal Archivada, notifica al Responsable ARCO-POL y al Delegado o Responsable interno, y deja evidencia del archivo automatico.
5. Dado un expediente Archivado por falta de subsanacion, cuando el titular quiere continuar el tramite, entonces el sistema no permite reabrir ese expediente: el titular debe presentar una solicitud nueva con un numero de expediente distinto.
6. Dado que faltan 3 dias habiles de los 10, cuando el sistema evalua las alertas, entonces genera la alerta WARNING Prevencion proxima a vencer al Responsable ARCO-POL, escalandola al Delegado o Responsable interno si falta 1 dia habil.
7. Dado un borrador de prevencion, cuando el Responsable ARCO-POL intenta aprobarlo y emitirlo el mismo, entonces el sistema deniega la accion porque quien redacta el borrador nunca es quien lo aprueba y emite.","- El plazo de 10 dias habiles no es configurable; si lo es el texto adicional que el Responsable ARCO-POL puede agregar al borrador.
- Un expediente Archivado es terminal: no admite edicion de los campos de fondo, solo anotaciones nuevas y el plazo de retencion.","8","R2","27","HU-011-01, HU-011-03, HU-011-05","MOD-023, MOD-021, MOD-022","No","OBL-ARCO-08","Plantilla de prevencion validada por la organizacion, ficha MOD-011 seccion K.","Si","PP-JUR-04","MOD-011 secciones E, F.2 filas Evaluando requisitos Art. 18 a Prevenida y Prevenida a Evaluando/Archivada, F.3, G reglas 2 y 3, H prevencion suspende o no el plazo, I fila Prevencion proxima a vencer"
